Customer,State,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Location Code,Marital Status,Policy Type,Renew Offer Type,Sales Channel,Vehicle Class,Vehicle Size
QI63521,Nevada,0,Basic,High School or Below,2/24/11,Unemployed,1,Urban,Single,Personal ,Offer1,Branch,Luxury SUV,Medsize
DC85335,Oregon,0,Basic,High School or Below,1/13/11,Employed,1,Urban,Married,Personal ,Offer4,Web,Four-Door Car,Small
SR26762,California,0,Basic,High School or Below,2/7/11,Employed,0,Rural,Married,Personal ,Offer1,Agent,Four-Door Car,Medsize
UH86550,Oregon,0,Premium,High School or Below,1/17/11,Employed,0,Urban,Married,Personal ,Offer3,Branch,Four-Door Car,Medsize
ON72594,California,0,Extended,Master or more,2/26/11,Employed,0,Urban,Married,Personal ,Offer4,Branch,Four-Door Car,Medsize
LE28486,Oregon,0,Basic,High School or Below,2/5/11,Employed,0,Rural,Married,Personal ,Offer1,Agent,SUV,Medsize
EJ86526,Oregon,0,Basic,High School or Below,1/15/11,Employed,0,Rural,Married,Corporate ,Offer2,Web,Four-Door Car,Medsize
DQ92905,Arizona,0,Basic,High School or Below,2/24/11,Unemployed,1,Urban,Single,Personal ,Offer1,Web,Four-Door Car,Medsize
JL25091,California,0,Premium,High School or Below,2/27/11,Employed,1,Rural,Single,Special ,Offer3,Agent,Four-Door Car,Medsize
HP42153,Washington,0,Basic,High School or Below,1/29/11,Unemployed,0,Urban,Single,Personal ,Offer1,Agent,Four-Door Car,Medsize
OQ27893,Oregon,0,Basic,High School or Below,1/10/11,Employed,1,Urban,Married,Personal ,Offer2,Agent,Two-Door Car,Medsize
PB31909,California,0,Premium,High School or Below,1/19/11,Unemployed,1,Urban,Single,Corporate ,Offer1,Agent,Four-Door Car,Medsize
AL43715,Nevada,0,Premium,Master or more,1/29/11,Employed,1,Rural,Married,Personal ,Offer4,Agent,Four-Door Car,Medsize
YA70612,Oregon,0,Basic,High School or Below,2/14/11,Employed,1,Urban,Married,Personal ,Offer1,Branch,Two-Door Car,Medsize
LO37570,Arizona,0,Extended,High School or Below,1/7/11,Employed,1,Urban,Married,Personal ,Offer3,Agent,Four-Door Car,Medsize
XC83045,Nevada,0,Extended,High School or Below,2/9/11,Unemployed,1,Urban,Single,Personal ,Offer1,Call Center,Luxury SUV,Small
NC47038,Arizona,0,Basic,High School or Below,1/10/11,Employed,1,Urban,Married,Personal ,Offer2,Agent,SUV,Medsize
DS31990,Oregon,0,Basic,High School or Below,1/12/11,Unemployed,1,Rural,Married,Personal ,Offer2,Call Center,Two-Door Car,Large
CR99369,Arizona,0,Basic,High School or Below,2/16/11,Employed,1,Urban,Married,Corporate ,Offer1,Agent,Four-Door Car,Large
RE68901,Washington,0,Basic,High School or Below,2/26/11,Employed,0,Urban,Married,Corporate ,Offer1,Branch,Four-Door Car,Small
VQ97965,Oregon,0,Extended,High School or Below,2/23/11,Employed,0,Rural,Single,Corporate ,Offer2,Agent,Four-Door Car,Medsize
ZK83518,California,1,Basic,High School or Below,2/11/11,Unemployed,1,Urban,Single,Personal ,Offer1,Agent,Four-Door Car,Medsize
EJ77557,California,0,Extended,High School or Below,2/7/11,Employed,1,Urban,Married,Personal ,Offer1,Agent,Four-Door Car,Medsize
QJ62033,Arizona,0,Basic,High School or Below,2/6/11,Unemployed,1,Urban,Single,Personal ,Offer2,Call Center,Four-Door Car,Medsize
OH23652,Oregon,0,Extended,High School or Below,2/6/11,Unemployed,0,Urban,Married,Personal ,Offer1,Agent,SUV,Medsize
NE51159,Oregon,0,Extended,High School or Below,1/24/11,Employed,1,Urban,Married,Personal ,Offer2,Branch,Four-Door Car,Small
GU56606,Nevada,0,Extended,High School or Below,1/5/11,Employed,1,Urban,Single,Personal ,Offer2,Branch,Two-Door Car,Medsize
HR28499,California,0,Extended,High School or Below,1/1/11,Employed,1,Rural,Married,Personal ,Offer2,Agent,Two-Door Car,Medsize
VK92827,California,0,Basic,High School or Below,1/26/11,Employed,1,Urban,Single,Personal ,Offer2,Branch,Four-Door Car,Small
DZ85842,California,0,Basic,High School or Below,2/27/11,Unemployed,1,Urban,Married,Personal ,Offer1,Branch,Four-Door Car,Medsize
HX87528,California,0,Extended,High School or Below,1/28/11,Employed,1,Urban,Single,Personal ,Offer1,Agent,Four-Door Car,Medsize
FJ57446,Oregon,0,Basic,High School or Below,1/4/11,Employed,0,Urban,Single,Personal ,Offer3,Agent,SUV,Small
GU91528,Oregon,1,Basic,High School or Below,2/3/11,Unemployed,0,Urban,Single,Personal ,Offer1,Web,Two-Door Car,Small
LR92373,Nevada,0,Basic,High School or Below,1/7/11,Employed,0,Urban,Single,Personal ,Offer1,Branch,Four-Door Car,Medsize
LC90366,Nevada,1,Basic,High School or Below,2/24/11,Unemployed,1,Urban,Married,Personal ,Offer1,Agent,SUV,Medsize
UI36597,Oregon,0,Extended,High School or Below,2/2/11,Employed,1,Urban,Married,Personal ,Offer1,Call Center,SUV,Small
MD33155,California,1,Basic,High School or Below,2/9/11,Employed,1,Urban,Married,Corporate ,Offer2,Web,Four-Door Car,Medsize
MB20764,Oregon,0,Premium,High School or Below,2/18/11,Unemployed,1,Urban,Single,Corporate ,Offer4,Branch,Luxury SUV,Medsize
JA76884,California,1,Premium,Master or more,1/26/11,Employed,1,Rural,Married,Personal ,Offer1,Agent,Two-Door Car,Medsize
BQ32117,California,1,Basic,Master or more,1/14/11,Employed,1,Urban,Married,Personal ,Offer1,Agent,SUV,Large
ZM45168,Oregon,0,Basic,High School or Below,2/14/11,Unemployed,1,Urban,Single,Personal ,Offer1,Branch,Four-Door Car,Medsize
BE25221,Arizona,0,Extended,High School or Below,2/7/11,Unemployed,1,Urban,Married,Corporate ,Offer1,Agent,Four-Door Car,Medsize
II92123,Oregon,0,Extended,High School or Below,2/21/11,Employed,1,Rural,Single,Personal ,Offer2,Agent,Two-Door Car,Medsize
PN35535,California,0,Basic,High School or Below,2/25/11,Employed,0,Urban,Married,Personal ,Offer2,Web,SUV,Medsize
EI17022,Washington,1,Basic,High School or Below,2/5/11,Unemployed,1,Urban,Single,Corporate ,Offer1,Branch,SUV,Medsize
OH41318,Washington,0,Extended,Master or more,1/7/11,Employed,1,Urban,Single,Personal ,Offer3,Web,SUV,Medsize
ER52041,California,0,Extended,High School or Below,1/7/11,Unemployed,1,Urban,Single,Personal ,Offer1,Call Center,Four-Door Car,Medsize
PY57181,Oregon,0,Extended,High School or Below,2/20/11,Unemployed,1,Urban,Married,Personal ,Offer2,Call Center,Four-Door Car,Medsize
CY12922,Arizona,0,Basic,High School or Below,1/31/11,Unemployed,1,Urban,Single,Personal ,Offer2,Web,Four-Door Car,Small
YV85096,Oregon,0,Basic,High School or Below,2/19/11,Employed,0,Urban,Married,Corporate ,Offer1,Branch,Four-Door Car,Medsize
DG34434,California,1,Basic,High School or Below,1/21/11,Employed,0,Urban,Married,Corporate ,Offer1,Agent,Two-Door Car,Medsize
DL14445,California,0,Extended,High School or Below,2/21/11,Unemployed,0,Urban,Single,Personal ,Offer3,Branch,Four-Door Car,Small
QL80621,Oregon,0,Basic,High School or Below,2/22/11,Unemployed,0,Urban,Single,Personal ,Offer1,Web,Four-Door Car,Medsize
NY57065,California,0,Basic,High School or Below,1/8/11,Employed,1,Urban,Married,Corporate ,Offer1,Call Center,Two-Door Car,Small
EO17010,California,0,Basic,Master or more,2/12/11,Employed,1,Urban,Married,Personal ,Offer3,Agent,SUV,Large
LC47479,Oregon,0,Extended,High School or Below,1/11/11,Employed,1,Urban,Married,Personal ,Offer3,Branch,Luxury Car,Small
GB92679,Nevada,0,Premium,High School or Below,1/5/11,Employed,0,Rural,Married,Personal ,Offer1,Agent,Four-Door Car,Medsize
VQ78876,Oregon,0,Basic,High School or Below,2/3/11,Employed,0,Rural,Married,Corporate ,Offer1,Branch,SUV,Medsize
YQ24856,California,0,Basic,High School or Below,1/23/11,Unemployed,1,Urban,Single,Corporate ,Offer2,Web,Two-Door Car,Medsize
XV11038,California,0,Extended,High School or Below,2/25/11,Unemployed,0,Urban,Single,Personal ,Offer2,Branch,Sports Car,Medsize
MG88768,California,0,Basic,High School or Below,2/4/11,Employed,1,Rural,Married,Corporate ,Offer2,Branch,Four-Door Car,Medsize
RN36393,California,1,Basic,High School or Below,1/19/11,Unemployed,0,Urban,Married,Personal ,Offer2,Call Center,SUV,Medsize
BU59722,Washington,0,Basic,High School or Below,1/9/11,Unemployed,1,Urban,Married,Personal ,Offer3,Web,Four-Door Car,Medsize
JD86991,Oregon,0,Basic,High School or Below,2/22/11,Employed,1,Urban,Married,Personal ,Offer3,Call Center,Two-Door Car,Medsize
QM60216,Oregon,0,Extended,High School or Below,1/10/11,Employed,1,Urban,Single,Personal ,Offer1,Agent,Luxury Car,Medsize
NJ43658,California,0,Basic,Master or more,1/11/11,Unemployed,1,Urban,Married,Corporate ,Offer1,Agent,Luxury SUV,Large
GL34504,California,0,Premium,High School or Below,1/19/11,Employed,0,Urban,Married,Personal ,Offer2,Branch,Four-Door Car,Small
YX51934,California,0,Basic,High School or Below,2/22/11,Employed,0,Urban,Married,Personal ,Offer3,Call Center,Four-Door Car,Medsize
FO83170,California,0,Basic,Master or more,2/3/11,Employed,1,Rural,Married,Personal ,Offer4,Agent,Four-Door Car,Medsize
JW33458,California,0,Basic,Master or more,2/15/11,Employed,0,Urban,Married,Corporate ,Offer3,Call Center,Four-Door Car,Medsize
JP10227,California,1,Premium,High School or Below,1/1/11,Employed,1,Urban,Married,Corporate ,Offer1,Branch,Two-Door Car,Medsize
HX90683,California,1,Basic,High School or Below,1/20/11,Employed,0,Urban,Married,Personal ,Offer2,Agent,Four-Door Car,Medsize
UC19334,California,0,Extended,High School or Below,1/9/11,Unemployed,0,Urban,Married,Corporate ,Offer3,Agent,SUV,Medsize
ED61615,California,0,Basic,High School or Below,1/21/11,Employed,1,Urban,Single,Personal ,Offer3,Agent,Four-Door Car,Small
CB78049,California,0,Extended,High School or Below,1/7/11,Employed,1,Rural,Single,Personal ,Offer4,Branch,Four-Door Car,Medsize
OS70004,California,0,Premium,High School or Below,2/25/11,Employed,1,Urban,Single,Personal ,Offer1,Branch,SUV,Medsize
SM67119,California,0,Basic,High School or Below,2/24/11,Unemployed,0,Urban,Married,Personal ,Offer1,Branch,Four-Door Car,Large
RO77709,California,0,Basic,High School or Below,1/26/11,Employed,1,Urban,Married,Corporate ,Offer2,Call Center,SUV,Small
QT27514,California,1,Basic,High School or Below,1/12/11,Employed,0,Urban,Married,Personal ,Offer2,Call Center,Four-Door Car,Small
ZT53375,California,0,Basic,High School or Below,1/7/11,Employed,1,Urban,Single,Personal ,Offer1,Branch,Two-Door Car,Medsize
LB35863,California,0,Basic,High School or Below,1/16/11,Unemployed,0,Urban,Single,Personal ,Offer2,Agent,SUV,Small
JL95389,California,0,Basic,High School or Below,1/2/11,Employed,0,Urban,Married,Corporate ,Offer1,Agent,Luxury Car,Medsize
MF30956,California,0,Basic,High School or Below,1/6/11,Employed,1,Rural,Married,Corporate ,Offer1,Web,SUV,Medsize
FD36230,California,0,Basic,High School or Below,2/13/11,Employed,0,Rural,Married,Personal ,Offer2,Agent,Four-Door Car,Medsize
OE75629,California,0,Basic,High School or Below,1/29/11,Employed,1,Urban,Single,Corporate ,Offer1,Web,Four-Door Car,Medsize
VV97308,California,0,Basic,High School or Below,1/26/11,Employed,1,Urban,Married,Personal ,Offer4,Agent,Four-Door Car,Medsize
LU17507,California,0,Basic,High School or Below,1/27/11,Unemployed,0,Urban,Married,Personal ,Offer2,Call Center,Luxury SUV,Medsize
TW11115,California,0,Basic,High School or Below,1/24/11,Employed,0,Urban,Married,Personal ,Offer1,Agent,Two-Door Car,Large
ND42562,California,0,Extended,High School or Below,1/25/11,Unemployed,1,Urban,Single,Personal ,Offer2,Call Center,Sports Car,Large
FZ29605,California,0,Basic,High School or Below,2/21/11,Unemployed,1,Urban,Single,Corporate ,Offer3,Web,Four-Door Car,Small
SC30127,California,0,Extended,Master or more,1/7/11,Unemployed,0,Urban,Single,Personal ,Offer3,Agent,Two-Door Car,Medsize
HI26883,California,0,Extended,High School or Below,1/21/11,Unemployed,1,Urban,Single,Personal ,Offer1,Branch,Two-Door Car,Medsize
EW15755,California,0,Extended,Master or more,1/8/11,Employed,0,Rural,Married,Personal ,Offer1,Agent,SUV,Medsize
GH48839,California,1,Basic,High School or Below,1/3/11,Unemployed,1,Urban,Single,Corporate ,Offer2,Web,Four-Door Car,Medsize
IX46908,California,0,Basic,High School or Below,2/28/11,Unemployed,0,Urban,Married,Corporate ,Offer2,Branch,Four-Door Car,Large
OO89057,California,0,Extended,Master or more,2/17/11,Employed,0,Rural,Married,Personal ,Offer2,Branch,Four-Door Car,Medsize
LX95134,California,0,Extended,High School or Below,2/1/11,Employed,0,Urban,Married,Corporate ,Offer4,Call Center,Four-Door Car,Medsize
CX89767,California,0,Basic,High School or Below,1/17/11,Employed,0,Urban,Married,Personal ,Offer2,Call Center,Four-Door Car,Large
DI45039,California,0,Basic,High School or Below,1/3/11,Employed,0,Rural,Married,Personal ,Offer4,Web,Two-Door Car,Medsize
AI14767,California,0,Basic,High School or Below,2/19/11,Employed,0,Urban,Married,Personal ,Offer4,Call Center,SUV,Small
OJ38536,California,0,Basic,Master or more,1/13/11,Employed,0,Urban,Married,Personal ,Offer2,Agent,SUV,Medsize
TI90592,California,0,Extended,High School or Below,1/21/11,Employed,1,Urban,Married,Corporate ,Offer1,Agent,Four-Door Car,Medsize
UN63889,California,0,Basic,High School or Below,2/12/11,Employed,1,Urban,Single,Personal ,Offer3,Call Center,Two-Door Car,Medsize
FZ94690,California,0,Extended,High School or Below,1/15/11,Employed,1,Urban,Single,Personal ,Offer2,Branch,Four-Door Car,Small
TL60066,California,1,Basic,High School or Below,1/29/11,Unemployed,0,Urban,Single,Personal ,Offer1,Branch,Four-Door Car,Medsize
OL61964,California,0,Basic,High School or Below,2/16/11,Employed,1,Urban,Married,Corporate ,Offer1,Agent,Four-Door Car,Medsize
DN77617,California,0,Basic,High School or Below,1/18/11,Employed,0,Rural,Married,Corporate ,Offer4,Branch,Four-Door Car,Medsize
BV12771,California,0,Basic,High School or Below,2/27/11,Unemployed,1,Urban,Married,Personal ,Offer3,Branch,SUV,Medsize
NA14154,California,0,Basic,High School or Below,1/24/11,Employed,1,Urban,Married,Corporate ,Offer2,Call Center,Two-Door Car,Medsize
ZO54248,California,0,Extended,High School or Below,1/17/11,Employed,0,Rural,Married,Personal ,Offer2,Call Center,Four-Door Car,Medsize
CW13886,California,0,Basic,High School or Below,1/26/11,Employed,1,Urban,Married,Personal ,Offer2,Call Center,Four-Door Car,Medsize
TT63451,California,0,Basic,High School or Below,1/2/11,Employed,0,Urban,Married,Personal ,Offer4,Branch,Four-Door Car,Medsize
OW54561,California,0,Basic,High School or Below,2/21/11,Unemployed,1,Urban,Single,Personal ,Offer3,Web,Sports Car,Small
EE34821,California,0,Basic,High School or Below,2/17/11,Unemployed,0,Urban,Single,Corporate ,Offer1,Web,Two-Door Car,Large
ZB85648,California,0,Extended,High School or Below,1/22/11,Employed,0,Urban,Single,Personal ,Offer4,Web,Two-Door Car,Medsize
IE57921,California,1,Extended,High School or Below,1/10/11,Unemployed,0,Urban,Married,Personal ,Offer2,Agent,SUV,Small
OY47486,California,0,Basic,High School or Below,2/25/11,Employed,1,Rural,Single,Personal ,Offer2,Call Center,Two-Door Car,Medsize
LV51815,California,0,Basic,High School or Below,2/11/11,Employed,0,Urban,Married,Corporate ,Offer1,Branch,Four-Door Car,Medsize
VU99672,California,0,Extended,High School or Below,2/4/11,Unemployed,1,Urban,Married,Corporate ,Offer1,Branch,Four-Door Car,Large
SN69015,California,0,Extended,High School or Below,1/4/11,Employed,1,Urban,Married,Personal ,Offer2,Web,Four-Door Car,Medsize
UO54843,California,0,Basic,High School or Below,2/13/11,Employed,1,Rural,Married,Corporate ,Offer2,Web,Four-Door Car,Medsize
ES34753,California,0,Extended,Master or more,1/25/11,Unemployed,0,Urban,Married,Personal ,Offer1,Agent,SUV,Medsize
KE91683,California,0,Basic,High School or Below,2/2/11,Employed,0,Rural,Married,Personal ,Offer1,Agent,SUV,Medsize
YU23754,California,0,Basic,Master or more,1/16/11,Employed,0,Urban,Married,Personal ,Offer2,Branch,Four-Door Car,Medsize
AS77287,California,0,Basic,High School or Below,1/3/11,Unemployed,1,Urban,Single,Personal ,Offer1,Agent,Sports Car,Medsize
PD36660,California,0,Basic,High School or Below,1/14/11,Employed,0,Urban,Married,Corporate ,Offer1,Agent,Sports Car,Medsize
BQ20851,California,0,Basic,Master or more,2/23/11,Employed,1,Urban,Single,Personal ,Offer1,Agent,SUV,Medsize
PW91494,California,0,Basic,High School or Below,2/18/11,Unemployed,0,Urban,Married,Personal ,Offer2,Branch,Two-Door Car,Medsize
NZ83890,California,0,Basic,High School or Below,2/4/11,Unemployed,0,Rural,Married,Personal ,Offer3,Branch,Two-Door Car,Medsize
QV24282,California,0,Basic,High School or Below,1/20/11,Employed,0,Urban,Single,Corporate ,Offer1,Branch,Four-Door Car,Medsize
YF67162,California,0,Basic,High School or Below,1/28/11,Employed,0,Urban,Married,Corporate ,Offer3,Agent,Four-Door Car,Medsize
YE20366,California,0,Basic,High School or Below,1/9/11,Unemployed,1,Urban,Single,Personal ,Offer1,Agent,Four-Door Car,Medsize
PN77420,California,0,Basic,High School or Below,2/23/11,Employed,1,Urban,Single,Corporate ,Offer3,Agent,Four-Door Car,Medsize
CF26207,California,1,Basic,High School or Below,1/23/11,Unemployed,1,Urban,Married,Personal ,Offer1,Agent,Four-Door Car,Medsize
WH24638,California,0,Extended,High School or Below,2/28/11,Employed,0,Urban,Married,Personal ,Offer3,Agent,Four-Door Car,Medsize
YQ16427,California,0,Basic,High School or Below,2/3/11,Unemployed,0,Urban,Married,Personal ,Offer2,Web,Four-Door Car,Large
AZ90068,California,0,Basic,High School or Below,2/26/11,Employed,1,Urban,Single,Personal ,Offer2,Branch,Four-Door Car,Medsize
PL59209,California,0,Basic,High School or Below,1/16/11,Unemployed,0,Urban,Single,Corporate ,Offer2,Agent,Four-Door Car,Medsize
VK93542,California,0,Basic,High School or Below,2/16/11,Unemployed,1,Urban,Single,Personal ,Offer3,Branch,SUV,Medsize
NE70589,California,0,Basic,High School or Below,1/20/11,Unemployed,1,Urban,Married,Personal ,Offer1,Branch,SUV,Medsize
AT52647,California,0,Basic,High School or Below,2/22/11,Unemployed,0,Urban,Single,Personal ,Offer2,Call Center,SUV,Medsize
CW38361,California,0,Basic,High School or Below,2/10/11,Employed,1,Rural,Married,Corporate ,Offer3,Call Center,SUV,Small
BZ92811,California,0,Premium,High School or Below,2/20/11,Employed,0,Urban,Married,Corporate ,Offer2,Call Center,SUV,Medsize
ON68006,California,0,Basic,High School or Below,1/16/11,Employed,0,Urban,Single,Personal ,Offer1,Agent,Four-Door Car,Medsize
VG58889,California,0,Basic,High School or Below,1/31/11,Unemployed,0,Urban,Married,Corporate ,Offer1,Agent,Two-Door Car,Large
MI42935,California,0,Extended,High School or Below,1/4/11,Unemployed,0,Urban,Single,Personal ,Offer3,Call Center,Four-Door Car,Medsize
OS21957,California,0,Basic,High School or Below,1/21/11,Employed,0,Rural,Married,Personal ,Offer4,Call Center,SUV,Small
JG21385,California,0,Extended,High School or Below,2/25/11,Unemployed,1,Urban,Single,Personal ,Offer3,Branch,Four-Door Car,Medsize
CT62892,California,0,Basic,High School or Below,1/10/11,Unemployed,0,Urban,Married,Personal ,Offer1,Agent,SUV,Small
IE97795,California,0,Extended,High School or Below,2/5/11,Employed,1,Urban,Married,Corporate ,Offer3,Agent,Four-Door Car,Small
DM59629,California,0,Extended,High School or Below,2/8/11,Employed,0,Urban,Single,Personal ,Offer3,Agent,Two-Door Car,Small
SH48087,California,0,Extended,High School or Below,1/29/11,Unemployed,0,Urban,Married,Personal ,Offer1,Branch,Four-Door Car,Medsize
WG93963,California,0,Extended,High School or Below,2/10/11,Employed,0,Urban,Single,Personal ,Offer1,Branch,Luxury SUV,Small
OQ88395,California,0,Basic,High School or Below,2/4/11,Employed,1,Rural,Married,Corporate ,Offer2,Branch,SUV,Medsize
XH46220,California,1,Extended,High School or Below,2/26/11,Employed,0,Rural,Married,Corporate ,Offer2,Call Center,Two-Door Car,Large
BK61065,California,1,Basic,Master or more,1/13/11,Employed,1,Urban,Married,Personal ,Offer1,Branch,Four-Door Car,Small
UD87700,California,0,Basic,High School or Below,2/10/11,Unemployed,1,Urban,Single,Corporate ,Offer1,Agent,SUV,Large
CO19402,California,0,Basic,High School or Below,1/9/11,Employed,0,Rural,Married,Personal ,Offer3,Agent,SUV,Medsize
KJ29915,California,1,Basic,High School or Below,1/21/11,Employed,0,Urban,Married,Personal ,Offer1,Agent,Two-Door Car,Medsize
JX52708,California,0,Basic,High School or Below,2/14/11,Unemployed,1,Urban,Single,Personal ,Offer2,Call Center,Two-Door Car,Medsize
OT42923,California,0,Basic,High School or Below,2/20/11,Employed,1,Urban,Single,Personal ,Offer2,Agent,Four-Door Car,Medsize
DL34364,California,0,Extended,High School or Below,1/25/11,Unemployed,1,Urban,Married,Corporate ,Offer3,Agent,Four-Door Car,Large
WX16610,California,0,Basic,High School or Below,2/20/11,Employed,0,Urban,Married,Personal ,Offer2,Branch,Four-Door Car,Medsize
NH76558,California,0,Basic,High School or Below,1/26/11,Employed,0,Rural,Married,Personal ,Offer2,Branch,Two-Door Car,Medsize
SQ14756,California,0,Basic,Master or more,1/29/11,Employed,1,Urban,Married,Personal ,Offer1,Branch,Four-Door Car,Medsize
EP64069,California,0,Basic,High School or Below,1/8/11,Employed,0,Urban,Married,Corporate ,Offer3,Web,Four-Door Car,Medsize
IS63817,California,1,Extended,High School or Below,2/19/11,Employed,1,Urban,Married,Corporate ,Offer1,Branch,Four-Door Car,Medsize
UC83161,California,0,Premium,High School or Below,1/4/11,Employed,0,Rural,Married,Personal ,Offer3,Web,SUV,Medsize
DL45122,California,0,Extended,High School or Below,2/17/11,Employed,1,Urban,Married,Corporate ,Offer2,Agent,Four-Door Car,Small
KB90953,California,0,Extended,High School or Below,2/24/11,Employed,0,Urban,Married,Personal ,Offer2,Branch,Sports Car,Medsize
EX72956,California,0,Basic,High School or Below,1/27/11,Employed,0,Rural,Single,Personal ,Offer3,Branch,Two-Door Car,Large
YN15016,California,0,Basic,High School or Below,2/26/11,Unemployed,1,Urban,Single,Personal ,Offer1,Branch,Four-Door Car,Medsize
GW56797,California,0,Extended,High School or Below,2/6/11,Unemployed,1,Urban,Single,Personal ,Offer4,Branch,Four-Door Car,Medsize
QR57842,California,0,Extended,High School or Below,1/7/11,Employed,0,Urban,Married,Corporate ,Offer4,Branch,SUV,Medsize
TB53616,California,1,Basic,High School or Below,2/18/11,Unemployed,1,Urban,Single,Personal ,Offer1,Branch,SUV,Medsize
JN10602,California,0,Basic,Master or more,2/12/11,Employed,0,Urban,Single,Personal ,Offer1,Agent,Four-Door Car,Large
VI94769,California,1,Basic,High School or Below,1/29/11,Unemployed,0,Urban,Single,Personal ,Offer1,Branch,Four-Door Car,Medsize
BQ60673,California,0,Basic,High School or Below,1/14/11,Employed,1,Urban,Married,Corporate ,Offer1,Branch,Two-Door Car,Small
JK68578,California,0,Basic,High School or Below,2/6/11,Employed,0,Rural,Married,Corporate ,Offer1,Agent,Luxury Car,Medsize
OI39449,California,1,Basic,High School or Below,1/11/11,Unemployed,0,Urban,Married,Personal ,Offer1,Agent,SUV,Medsize
NJ29981,California,0,Extended,High School or Below,2/10/11,Unemployed,1,Urban,Married,Corporate ,Offer1,Branch,SUV,Medsize
ZO16199,California,0,Basic,High School or Below,2/16/11,Unemployed,0,Urban,Married,Personal ,Offer1,Web,Four-Door Car,Small
HB12866,California,0,Extended,High School or Below,2/26/11,Unemployed,0,Urban,Single,Personal ,Offer2,Agent,Luxury SUV,Large
DQ19344,California,0,Extended,High School or Below,2/24/11,Employed,1,Rural,Married,Personal ,Offer4,Branch,Four-Door Car,Medsize
GH35369,California,1,Basic,High School or Below,2/11/11,Unemployed,1,Urban,Single,Personal ,Offer1,Agent,Four-Door Car,Medsize
QR26617,California,0,Basic,High School or Below,2/19/11,Employed,1,Urban,Married,Corporate ,Offer2,Agent,Four-Door Car,Medsize
QZ34525,California,0,Basic,High School or Below,2/21/11,Unemployed,1,Urban,Single,Personal ,Offer1,Agent,Four-Door Car,Medsize
IU62399,California,0,Basic,High School or Below,2/25/11,Employed,0,Urban,Married,Personal ,Offer1,Agent,Four-Door Car,Medsize
OH23893,California,0,Basic,High School or Below,2/15/11,Employed,0,Rural,Married,Personal ,Offer1,Branch,SUV,Medsize
ZX83542,California,0,Basic,Master or more,2/16/11,Unemployed,1,Urban,Married,Corporate ,Offer1,Call Center,Four-Door Car,Large
CO16841,California,0,Basic,High School or Below,2/16/11,Unemployed,0,Urban,Single,Corporate ,Offer2,Web,SUV,Small
MV81355,California,1,Basic,High School or Below,1/10/11,Employed,1,Urban,Married,Personal ,Offer2,Branch,SUV,Medsize
HU22390,California,1,Extended,High School or Below,1/7/11,Employed,1,Rural,Married,Corporate ,Offer2,Agent,Sports Car,Medsize
YS74016,California,1,Basic,High School or Below,2/19/11,Unemployed,1,Urban,Married,Personal ,Offer1,Agent,SUV,Large
PU33703,California,0,Basic,High School or Below,2/17/11,Employed,0,Urban,Married,Personal ,Offer2,Branch,Four-Door Car,Small
PJ59176,California,0,Basic,High School or Below,2/6/11,Employed,1,Rural,Married,Personal ,Offer1,Call Center,SUV,Medsize
ML68781,California,0,Basic,High School or Below,1/21/11,Employed,0,Urban,Married,Personal ,Offer2,Branch,Four-Door Car,Medsize
JI93499,California,0,Basic,High School or Below,1/17/11,Unemployed,1,Urban,Married,Corporate ,Offer3,Agent,Four-Door Car,Medsize
NY90858,California,0,Extended,High School or Below,2/24/11,Employed,1,Urban,Married,Personal ,Offer1,Agent,Four-Door Car,Medsize
IZ76711,California,0,Extended,High School or Below,2/8/11,Unemployed,0,Urban,Married,Personal ,Offer2,Branch,Sports Car,Medsize
BT78461,California,0,Basic,High School or Below,1/31/11,Employed,0,Urban,Married,Personal ,Offer2,Agent,Four-Door Car,Medsize
PS68884,California,1,Basic,High School or Below,2/12/11,Employed,1,Urban,Married,Corporate ,Offer1,Agent,SUV,Medsize
EY71439,California,0,Basic,High School or Below,1/10/11,Unemployed,1,Urban,Single,Corporate ,Offer3,Call Center,Sports Car,Small
TO84268,California,0,Premium,Master or more,1/12/11,Employed,1,Urban,Married,Personal ,Offer3,Agent,Four-Door Car,Medsize
UH93563,California,0,Basic,High School or Below,2/24/11,Employed,1,Urban,Married,Corporate ,Offer3,Web,Four-Door Car,Small
GD57363,California,0,Basic,High School or Below,2/27/11,Employed,1,Rural,Married,Personal ,Offer2,Agent,Four-Door Car,Medsize
LU36517,California,0,Premium,High School or Below,1/19/11,Unemployed,1,Urban,Single,Personal ,Offer3,Agent,Two-Door Car,Small
DO93657,California,0,Extended,Master or more,1/9/11,Employed,1,Urban,Married,Personal ,Offer1,Branch,Two-Door Car,Medsize
EF41225,California,0,Extended,High School or Below,2/19/11,Employed,0,Urban,Married,Personal ,Offer3,Web,SUV,Medsize
CY97519,California,0,Basic,High School or Below,2/9/11,Employed,1,Urban,Married,Corporate ,Offer2,Branch,Two-Door Car,Small
FO36473,California,0,Basic,High School or Below,2/17/11,Employed,0,Urban,Married,Personal ,Offer1,Call Center,SUV,Medsize
OD66412,California,0,Basic,Master or more,2/6/11,Employed,0,Rural,Married,Personal ,Offer2,Agent,Four-Door Car,Medsize
IW54903,California,1,Basic,High School or Below,1/26/11,Unemployed,0,Urban,Married,Personal ,Offer2,Agent,Four-Door Car,Medsize
