,customer,state,response,coverage,education,effective_to_date,employmentstatus,location_code,marital_status,renew_offer_type,sales_channel,vehicle_class,vehicle_size,gender_f,gender_m,policy_combined,corporate_auto,personal_auto,special_auto
7297,DS62172,Oregon,0,Basic,Bachelor,2011-02-11,Employed,Suburban,Divorced,Offer1,Web,Four-Door Car,Large,1,0,Personal Auto_L3,0,1,0
7298,VL58402,Washington,1,Basic,College,2011-02-09,Employed,Suburban,Married,Offer2,Web,Four-Door Car,Medsize,0,1,Personal Auto_L2,0,1,0
7299,YV82597,Nevada,0,Extended,Doctor,2011-01-30,Employed,Rural,Married,Offer2,Agent,Two-Door Car,Medsize,1,0,Corporate Auto_L2,1,0,0
7300,FN33339,Oregon,0,Premium,High School or Below,2011-02-08,Employed,Suburban,Married,Offer1,Agent,Four-Door Car,Medsize,1,0,Corporate Auto_L2,1,0,0
7301,UZ97486,California,1,Basic,Bachelor,2011-01-17,Employed,Suburban,Divorced,Offer2,Call Center,Two-Door Car,Small,0,1,Corporate Auto_L2,1,0,0
7302,LL92275,California,0,Basic,College,2011-01-22,Unemployed,Urban,Married,Offer4,Web,Four-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0
7303,FB95288,California,0,Extended,High School or Below,2011-01-17,Unemployed,Suburban,Married,Offer1,Branch,Luxury Car,Small,0,1,Personal Auto_L3,0,1,0
7304,NB30472,Arizona,0,Premium,College,2011-01-24,Employed,Suburban,Married,Offer1,Branch,Four-Door Car,Medsize,1,0,Personal Auto_L2,0,1,0
7305,RX66745,Washington,1,Basic,Bachelor,2011-01-25,Retired,Suburban,Married,Offer1,Branch,Four-Door Car,Medsize,0,1,Corporate Auto_L3,1,0,0
7306,II97469,California,0,Extended,High School or Below,2011-01-24,Employed,Rural,Divorced,Offer2,Agent,Four-Door Car,Medsize,0,1,Personal Auto_L3,0,1,0
7307,VF17463,Oregon,1,Basic,College,2011-02-07,Employed,Urban,Married,Offer2,Agent,Sports Car,Medsize,0,1,Personal Auto_L3,0,1,0
7308,GW77328,Oregon,0,Basic,Doctor,2011-02-03,Employed,Rural,Married,Offer2,Call Center,Four-Door Car,Medsize,0,1,Personal Auto_L3,0,1,0
7309,CF44171,California,1,Extended,Bachelor,2011-02-27,Retired,Suburban,Single,Offer1,Agent,SUV,Medsize,1,0,Personal Auto_L3,0,1,0
7310,ZN65873,California,1,Extended,High School or Below,2011-02-24,Unemployed,Suburban,Married,Offer1,Agent,Four-Door Car,Large,1,0,Corporate Auto_L3,1,0,0
7311,EO75698,Oregon,0,Premium,Bachelor,2011-01-09,Employed,Rural,Married,Offer2,Agent,Four-Door Car,Medsize,1,0,Personal Auto_L1,0,1,0
7312,GB94407,California,1,Premium,College,2011-01-01,Employed,Suburban,Married,Offer1,Branch,Two-Door Car,Medsize,0,1,Corporate Auto_L2,1,0,0
7313,KM63956,California,1,Extended,Master,2011-01-31,Unemployed,Suburban,Single,Offer1,Agent,SUV,Small,0,1,Corporate Auto_L2,1,0,0
7314,LM79795,Oregon,0,Basic,High School or Below,2011-02-20,Employed,Suburban,Divorced,Offer3,Agent,Two-Door Car,Small,0,1,Personal Auto_L1,0,1,0
7315,XT35473,Arizona,1,Basic,Bachelor,2011-01-15,Retired,Suburban,Divorced,Offer1,Agent,Four-Door Car,Large,0,1,Personal Auto_L3,0,1,0
7316,LO90163,Nevada,0,Basic,Bachelor,2011-01-23,Employed,Rural,Married,Offer1,Call Center,SUV,Medsize,1,0,Personal Auto_L3,0,1,0
7317,LU65596,California,0,Extended,College,2011-01-20,Employed,Rural,Married,Offer4,Branch,Four-Door Car,Medsize,1,0,Corporate Auto_L2,1,0,0
7318,SV94314,Arizona,0,Premium,Bachelor,2011-02-09,Employed,Suburban,Married,Offer3,Branch,SUV,Medsize,0,1,Personal Auto_L3,0,1,0
7319,RW86245,Arizona,0,Extended,High School or Below,2011-02-06,Employed,Rural,Married,Offer2,Agent,SUV,Medsize,0,1,Personal Auto_L3,0,1,0
7320,JG41490,Arizona,1,Basic,Bachelor,2011-01-10,Unemployed,Suburban,Married,Offer2,Call Center,Four-Door Car,Large,1,0,Corporate Auto_L3,1,0,0
7321,FO63400,California,0,Basic,College,2011-01-04,Employed,Rural,Divorced,Offer4,Call Center,Four-Door Car,Large,1,0,Corporate Auto_L1,1,0,0
7322,FE84109,Washington,0,Extended,Bachelor,2011-01-21,Disabled,Rural,Divorced,Offer1,Web,Two-Door Car,Medsize,0,1,Personal Auto_L2,0,1,0
7323,KG21285,Arizona,0,Extended,College,2011-01-24,Employed,Rural,Divorced,Offer1,Web,Four-Door Car,Medsize,0,1,Personal Auto_L1,0,1,0
7324,TQ33359,California,0,Extended,High School or Below,2011-02-11,Employed,Rural,Married,Offer2,Agent,Four-Door Car,Large,0,1,Personal Auto_L3,0,1,0
7325,ZG59671,Oregon,0,Extended,College,2011-01-14,Employed,Rural,Divorced,Offer1,Branch,Four-Door Car,Medsize,0,1,Personal Auto_L2,0,1,0
7326,AY19539,California,1,Extended,College,2011-02-23,Retired,Suburban,Single,Offer1,Agent,Four-Door Car,Medsize,0,1,Personal Auto_L3,0,1,0
7327,KU23440,Oregon,0,Basic,Master,2011-02-25,Unemployed,Suburban,Divorced,Offer1,Branch,Four-Door Car,Small,1,0,Personal Auto_L1,0,1,0
7328,IJ83011,California,0,Premium,College,2011-01-28,Unemployed,Suburban,Single,Offer1,Call Center,SUV,Medsize,0,1,Corporate Auto_L2,1,0,0
7329,KE35335,Washington,0,Extended,College,2011-01-17,Employed,Urban,Married,Offer2,Web,Four-Door Car,Small,1,0,Personal Auto_L1,0,1,0
7330,FE90301,Nevada,0,Basic,Bachelor,2011-01-09,Employed,Rural,Married,Offer2,Agent,Four-Door Car,Medsize,1,0,Personal Auto_L1,0,1,0
7331,CK35310,Nevada,0,Basic,High School or Below,2011-01-02,Employed,Suburban,Divorced,Offer2,Web,Four-Door Car,Small,1,0,Personal Auto_L1,0,1,0
7332,XU97999,California,0,Basic,High School or Below,2011-01-22,Employed,Urban,Married,Offer2,Agent,Four-Door Car,Large,0,1,Personal Auto_L2,0,1,0
7333,RF73329,California,0,Basic,High School or Below,2011-01-17,Employed,Suburban,Married,Offer2,Agent,Four-Door Car,Medsize,1,0,Personal Auto_L2,0,1,0
7334,WO12850,Nevada,0,Premium,Bachelor,2011-02-17,Employed,Rural,Divorced,Offer3,Agent,Four-Door Car,Medsize,1,0,Corporate Auto_L3,1,0,0
7335,AB26022,Oregon,0,Basic,High School or Below,2011-01-10,Retired,Suburban,Single,Offer1,Call Center,SUV,Medsize,0,1,Corporate Auto_L2,1,0,0
7336,HL91178,California,0,Basic,High School or Below,2011-02-24,Employed,Suburban,Married,Offer1,Branch,Four-Door Car,Large,0,1,Personal Auto_L3,0,1,0
7337,HS77089,Washington,0,Basic,Bachelor,2011-01-19,Unemployed,Suburban,Single,Offer2,Branch,Four-Door Car,Small,0,1,Personal Auto_L3,0,1,0
7338,WK18603,California,0,Basic,Doctor,2011-02-18,Employed,Rural,Single,Offer2,Agent,Four-Door Car,Medsize,0,1,Personal Auto_L2,0,1,0
7339,XS44101,California,0,Extended,Bachelor,2011-02-04,Employed,Rural,Married,Offer3,Call Center,Four-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0
7340,RE93978,Washington,0,Basic,College,2011-02-26,Employed,Suburban,Divorced,Offer3,Web,SUV,Small,0,1,Personal Auto_L2,0,1,0
7341,WX19595,Arizona,0,Basic,High School or Below,2011-01-01,Unemployed,Suburban,Married,Offer4,Agent,Luxury Car,Small,0,1,Personal Auto_L2,0,1,0
7342,EA55071,Arizona,1,Premium,Bachelor,2011-02-28,Employed,Rural,Divorced,Offer2,Agent,Four-Door Car,Medsize,1,0,Personal Auto_L2,0,1,0
7343,HH45183,Oregon,0,Extended,High School or Below,2011-02-10,Employed,Suburban,Married,Offer2,Agent,Four-Door Car,Medsize,0,1,Personal Auto_L3,0,1,0
7344,NL75739,Arizona,0,Basic,High School or Below,2011-01-02,Disabled,Suburban,Married,Offer1,Branch,Two-Door Car,Medsize,0,1,Personal Auto_L3,0,1,0
7345,XE96798,Oregon,0,Basic,Master,2011-01-09,Employed,Rural,Divorced,Offer4,Web,Four-Door Car,Small,0,1,Personal Auto_L3,0,1,0
7346,UU12600,Nevada,0,Basic,Bachelor,2011-01-09,Employed,Rural,Married,Offer1,Web,SUV,Small,1,0,Personal Auto_L3,0,1,0
7347,NL39999,Washington,0,Basic,High School or Below,2011-01-27,Medical Leave,Suburban,Divorced,Offer3,Call Center,Two-Door Car,Large,0,1,Personal Auto_L2,0,1,0
7348,ZN45349,Oregon,0,Basic,College,2011-01-16,Unemployed,Suburban,Single,Offer1,Branch,Two-Door Car,Small,0,1,Personal Auto_L3,0,1,0
7349,EV34073,California,0,Basic,College,2011-01-15,Unemployed,Suburban,Divorced,Offer3,Branch,Four-Door Car,Small,1,0,Corporate Auto_L3,1,0,0
7350,HM94328,Arizona,1,Extended,College,2011-02-19,Employed,Suburban,Married,Offer1,Branch,Four-Door Car,Medsize,0,1,Corporate Auto_L2,1,0,0
7351,QX64770,Oregon,0,Premium,Master,2011-01-11,Medical Leave,Suburban,Single,Offer1,Agent,Four-Door Car,Small,1,0,Personal Auto_L3,0,1,0
7352,IN95983,California,0,Extended,College,2011-01-10,Employed,Suburban,Single,Offer1,Branch,Four-Door Car,Small,1,0,Special Auto_L3,0,0,1
7353,AD89594,California,0,Basic,College,2011-01-18,Employed,Urban,Single,Offer3,Agent,Four-Door Car,Medsize,0,1,Personal Auto_L2,0,1,0
7354,SQ37580,Arizona,0,Basic,Bachelor,2011-01-04,Employed,Urban,Single,Offer3,Call Center,Four-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0
7355,IN64985,Nevada,0,Extended,College,2011-01-26,Employed,Suburban,Married,Offer2,Branch,Four-Door Car,Small,1,0,Personal Auto_L3,0,1,0
7356,UL96474,Arizona,0,Basic,College,2011-02-27,Unemployed,Suburban,Married,Offer2,Agent,SUV,Medsize,1,0,Personal Auto_L2,0,1,0
7357,IG89777,California,0,Extended,High School or Below,2011-01-09,Employed,Urban,Married,Offer2,Call Center,Two-Door Car,Large,0,1,Corporate Auto_L2,1,0,0
7358,YJ14330,California,0,Extended,Master,2011-01-12,Employed,Urban,Married,Offer3,Branch,SUV,Medsize,1,0,Corporate Auto_L1,1,0,0
7359,NK20941,California,0,Extended,High School or Below,2011-02-25,Employed,Rural,Single,Offer1,Agent,Four-Door Car,Medsize,0,1,Personal Auto_L3,0,1,0
7360,XQ28930,California,0,Basic,College,2011-01-19,Unemployed,Suburban,Single,Offer1,Web,Four-Door Car,Medsize,0,1,Personal Auto_L3,0,1,0
7361,LY73893,California,0,Basic,College,2011-01-21,Employed,Suburban,Divorced,Offer3,Agent,Four-Door Car,Medsize,0,1,Personal Auto_L3,0,1,0
7362,II20035,Oregon,0,Basic,High School or Below,2011-02-13,Medical Leave,Suburban,Married,Offer2,Web,Four-Door Car,Small,1,0,Personal Auto_L2,0,1,0
7363,OH69760,Arizona,0,Basic,College,2011-02-02,Unemployed,Suburban,Married,Offer1,Branch,Four-Door Car,Large,1,0,Personal Auto_L1,0,1,0
7364,WN45973,Washington,0,Basic,Master,2011-02-16,Employed,Rural,Married,Offer1,Agent,SUV,Medsize,0,1,Corporate Auto_L3,1,0,0
7365,UT21323,California,0,Basic,College,2011-02-13,Unemployed,Suburban,Single,Offer3,Branch,Luxury SUV,Small,0,1,Personal Auto_L3,0,1,0
7366,GM46746,Arizona,0,Extended,High School or Below,2011-01-17,Employed,Suburban,Single,Offer3,Agent,Luxury Car,Small,1,0,Personal Auto_L3,0,1,0
7367,GZ64473,Nevada,0,Basic,College,2011-01-12,Employed,Suburban,Married,Offer1,Agent,Four-Door Car,Medsize,0,1,Personal Auto_L3,0,1,0
7368,FE93959,California,0,Basic,Doctor,2011-01-24,Employed,Suburban,Single,Offer3,Agent,Two-Door Car,Small,0,1,Corporate Auto_L2,1,0,0
7369,YC33550,Oregon,0,Basic,High School or Below,2011-01-19,Employed,Suburban,Divorced,Offer2,Call Center,Two-Door Car,Small,1,0,Corporate Auto_L2,1,0,0
7370,MT91532,California,0,Extended,Bachelor,2011-02-12,Employed,Rural,Married,Offer1,Agent,Four-Door Car,Medsize,0,1,Corporate Auto_L1,1,0,0
7371,XE65072,Oregon,0,Extended,College,2011-01-11,Employed,Rural,Married,Offer2,Branch,Four-Door Car,Medsize,0,1,Personal Auto_L1,0,1,0
7372,AT72574,Arizona,0,Basic,High School or Below,2011-02-16,Unemployed,Suburban,Single,Offer2,Call Center,Two-Door Car,Medsize,0,1,Personal Auto_L2,0,1,0
7373,FP10040,Oregon,0,Basic,High School or Below,2011-01-23,Employed,Urban,Married,Offer3,Agent,Four-Door Car,Large,0,1,Personal Auto_L1,0,1,0
7374,AQ51159,Arizona,0,Basic,High School or Below,2011-01-17,Employed,Rural,Married,Offer2,Branch,Four-Door Car,Medsize,1,0,Personal Auto_L1,0,1,0
7375,HB21182,Arizona,0,Basic,Master,2011-02-26,Employed,Suburban,Single,Offer2,Agent,Two-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0
7376,SM17747,Arizona,0,Basic,College,2011-01-18,Employed,Rural,Married,Offer2,Branch,Four-Door Car,Medsize,0,1,Personal Auto_L2,0,1,0
7377,YA87855,Arizona,0,Extended,Master,2011-02-20,Employed,Suburban,Divorced,Offer2,Agent,Two-Door Car,Medsize,0,1,Corporate Auto_L3,1,0,0
7378,MR52230,Oregon,0,Extended,Doctor,2011-02-02,Employed,Rural,Married,Offer4,Web,Four-Door Car,Medsize,0,1,Personal Auto_L2,0,1,0
7379,FR54989,Arizona,0,Extended,College,2011-02-10,Unemployed,Suburban,Single,Offer4,Call Center,Two-Door Car,Medsize,0,1,Corporate Auto_L3,1,0,0
7380,RW82766,Oregon,0,Basic,Bachelor,2011-01-30,Employed,Rural,Single,Offer1,Call Center,Luxury SUV,Medsize,1,0,Corporate Auto_L3,1,0,0
7381,IX60941,Oregon,1,Extended,College,2011-01-05,Medical Leave,Suburban,Married,Offer2,Branch,Four-Door Car,Small,0,1,Personal Auto_L3,0,1,0
7382,GQ26671,California,0,Basic,High School or Below,2011-02-06,Unemployed,Suburban,Single,Offer2,Call Center,Two-Door Car,Medsize,1,0,Personal Auto_L2,0,1,0
7383,UH89141,Oregon,0,Basic,High School or Below,2011-01-23,Employed,Urban,Married,Offer4,Call Center,Sports Car,Medsize,1,0,Corporate Auto_L3,1,0,0
7384,WO30947,Washington,0,Basic,Bachelor,2011-01-08,Employed,Urban,Married,Offer2,Call Center,Four-Door Car,Medsize,0,1,Personal Auto_L2,0,1,0
7385,ZN86559,California,0,Basic,Bachelor,2011-01-30,Unemployed,Suburban,Married,Offer2,Web,Four-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0
7386,NZ73268,California,0,Premium,Bachelor,2011-01-23,Employed,Urban,Married,Offer3,Agent,Four-Door Car,Medsize,0,1,Corporate Auto_L3,1,0,0
7387,YD80815,Arizona,0,Basic,Bachelor,2011-01-05,Employed,Rural,Married,Offer4,Call Center,Luxury Car,Medsize,1,0,Personal Auto_L3,0,1,0
7388,BE54454,Washington,0,Basic,High School or Below,2011-01-10,Employed,Suburban,Married,Offer2,Branch,Four-Door Car,Small,0,1,Personal Auto_L2,0,1,0
7389,JB76199,Oregon,0,Basic,College,2011-02-14,Employed,Suburban,Married,Offer2,Call Center,Four-Door Car,Small,1,0,Corporate Auto_L3,1,0,0
7390,PN68458,California,0,Basic,High School or Below,2011-01-23,Unemployed,Suburban,Married,Offer3,Agent,SUV,Medsize,1,0,Corporate Auto_L3,1,0,0
7391,IM55696,California,0,Basic,High School or Below,2011-01-16,Employed,Suburban,Married,Offer4,Call Center,Four-Door Car,Small,1,0,Personal Auto_L2,0,1,0
7392,UD99395,Oregon,0,Basic,High School or Below,2011-02-22,Employed,Suburban,Married,Offer2,Call Center,SUV,Small,0,1,Personal Auto_L2,0,1,0
7393,PA90653,Oregon,0,Basic,Bachelor,2011-02-14,Unemployed,Suburban,Married,Offer1,Agent,Two-Door Car,Small,1,0,Corporate Auto_L3,1,0,0
7394,WE64939,California,0,Basic,College,2011-01-12,Employed,Urban,Married,Offer2,Agent,Four-Door Car,Medsize,1,0,Personal Auto_L1,0,1,0
7395,KC67652,Arizona,0,Extended,Doctor,2011-02-04,Employed,Rural,Single,Offer1,Agent,Sports Car,Medsize,0,1,Personal Auto_L1,0,1,0
7396,FQ33633,Nevada,0,Basic,College,2011-01-03,Employed,Rural,Married,Offer4,Agent,SUV,Small,1,0,Personal Auto_L2,0,1,0
7397,QS23134,Arizona,0,Premium,College,2011-01-22,Employed,Suburban,Married,Offer2,Call Center,Two-Door Car,Medsize,0,1,Personal Auto_L2,0,1,0
7398,EZ70589,Washington,1,Extended,College,2011-01-28,Employed,Rural,Married,Offer2,Call Center,Two-Door Car,Small,1,0,Personal Auto_L1,0,1,0
7399,KT91115,Oregon,0,Premium,Bachelor,2011-01-12,Employed,Suburban,Divorced,Offer2,Branch,Four-Door Car,Medsize,0,1,Personal Auto_L1,0,1,0
7400,RS66246,California,0,Extended,High School or Below,2011-01-18,Unemployed,Suburban,Single,Offer4,Branch,Two-Door Car,Large,1,0,Personal Auto_L3,0,1,0
7401,YX72707,Oregon,0,Basic,Doctor,2011-01-19,Unemployed,Suburban,Married,Offer2,Agent,Four-Door Car,Small,1,0,Personal Auto_L3,0,1,0
7402,LJ79533,Nevada,1,Basic,High School or Below,2011-02-23,Disabled,Suburban,Married,Offer2,Agent,SUV,Small,1,0,Special Auto_L2,0,0,1
7403,JQ95021,California,0,Extended,College,2011-02-13,Employed,Rural,Divorced,Offer3,Web,Four-Door Car,Medsize,0,1,Special Auto_L1,0,0,1
7404,ET88948,California,0,Basic,Bachelor,2011-02-08,Employed,Suburban,Married,Offer1,Call Center,Four-Door Car,Medsize,1,0,Personal Auto_L2,0,1,0
7405,GW43195,Oregon,1,Extended,College,2011-02-13,Employed,Suburban,Married,Offer1,Branch,Luxury Car,Small,1,0,Personal Auto_L2,0,1,0
7406,MQ54182,California,0,Premium,Bachelor,2011-02-11,Employed,Suburban,Married,Offer1,Branch,Four-Door Car,Medsize,1,0,Personal Auto_L2,0,1,0
7407,WM39308,Nevada,0,Basic,High School or Below,2011-01-03,Employed,Urban,Married,Offer2,Call Center,Two-Door Car,Medsize,1,0,Personal Auto_L2,0,1,0
7408,DK20428,Oregon,0,Basic,Bachelor,2011-02-19,Employed,Rural,Married,Offer4,Branch,Two-Door Car,Medsize,0,1,Personal Auto_L1,0,1,0
7409,IZ67803,California,0,Basic,Master,2011-01-28,Employed,Urban,Married,Offer3,Agent,Four-Door Car,Medsize,0,1,Personal Auto_L1,0,1,0
7410,VW65351,Washington,0,Extended,College,2011-01-26,Employed,Rural,Married,Offer3,Agent,Four-Door Car,Medsize,1,0,Personal Auto_L2,0,1,0
7411,SY36127,California,0,Basic,Master,2011-02-28,Employed,Rural,Married,Offer2,Branch,Four-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0
7412,LA20890,Oregon,0,Basic,Bachelor,2011-01-28,Employed,Suburban,Married,Offer4,Branch,Four-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0
7413,EP48362,Arizona,0,Basic,Bachelor,2011-01-27,Employed,Urban,Married,Offer2,Web,Four-Door Car,Medsize,0,1,Personal Auto_L1,0,1,0
7414,BI46495,Oregon,0,Extended,High School or Below,2011-02-06,Unemployed,Suburban,Single,Offer1,Branch,Two-Door Car,Medsize,0,1,Corporate Auto_L2,1,0,0
7415,ON91363,Washington,0,Extended,College,2011-01-03,Employed,Suburban,Married,Offer4,Call Center,Four-Door Car,Medsize,0,1,Personal Auto_L2,0,1,0
7416,TG95261,California,1,Extended,Master,2011-02-23,Unemployed,Suburban,Single,Offer1,Branch,Sports Car,Medsize,1,0,Personal Auto_L2,0,1,0
7417,EE59791,California,0,Basic,High School or Below,2011-02-07,Employed,Suburban,Married,Offer4,Call Center,Four-Door Car,Small,1,0,Personal Auto_L2,0,1,0
7418,IV84135,California,0,Extended,College,2011-02-27,Employed,Rural,Divorced,Offer4,Agent,Four-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0
7419,TE11374,California,0,Basic,Bachelor,2011-02-27,Disabled,Suburban,Married,Offer1,Web,SUV,Medsize,1,0,Personal Auto_L1,0,1,0
7420,GH12466,Washington,0,Extended,High School or Below,2011-01-28,Employed,Rural,Married,Offer2,Agent,Four-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0
7421,PC43437,Arizona,0,Basic,College,2011-01-20,Employed,Suburban,Divorced,Offer1,Agent,Four-Door Car,Small,1,0,Personal Auto_L3,0,1,0
7422,PW98890,Oregon,0,Basic,Bachelor,2011-01-19,Employed,Urban,Divorced,Offer4,Call Center,Four-Door Car,Small,1,0,Personal Auto_L1,0,1,0
7423,BQ94892,Oregon,1,Extended,College,2011-01-05,Employed,Urban,Divorced,Offer2,Call Center,Four-Door Car,Medsize,0,1,Personal Auto_L2,0,1,0
7424,LA33814,Oregon,0,Premium,High School or Below,2011-01-05,Employed,Rural,Married,Offer2,Agent,SUV,Medsize,0,1,Personal Auto_L3,0,1,0
7425,WM87004,Oregon,0,Basic,Bachelor,2011-01-06,Unemployed,Suburban,Divorced,Offer1,Branch,SUV,Small,0,1,Personal Auto_L3,0,1,0
7426,OL28902,California,0,Premium,College,2011-01-04,Disabled,Suburban,Divorced,Offer4,Agent,SUV,Small,0,1,Personal Auto_L3,0,1,0
7427,VW88885,California,0,Basic,Bachelor,2011-01-14,Employed,Suburban,Married,Offer3,Call Center,Four-Door Car,Medsize,1,0,Corporate Auto_L2,1,0,0
7428,OQ51004,California,1,Basic,Bachelor,2011-02-25,Disabled,Suburban,Married,Offer1,Branch,Sports Car,Large,0,1,Personal Auto_L2,0,1,0
7429,GJ88864,Nevada,0,Extended,College,2011-01-30,Employed,Urban,Divorced,Offer1,Web,Four-Door Car,Small,1,0,Personal Auto_L3,0,1,0
7430,AF69537,Arizona,0,Premium,College,2011-01-06,Employed,Suburban,Married,Offer1,Agent,SUV,Medsize,0,1,Personal Auto_L3,0,1,0
7431,TX11163,Nevada,0,Basic,Bachelor,2011-01-21,Employed,Rural,Married,Offer1,Branch,Luxury SUV,Medsize,1,0,Corporate Auto_L3,1,0,0
7432,FG43850,Oregon,0,Extended,High School or Below,2011-01-14,Employed,Suburban,Single,Offer4,Call Center,Four-Door Car,Small,0,1,Corporate Auto_L3,1,0,0
7433,WY37677,Oregon,0,Basic,High School or Below,2011-02-10,Unemployed,Suburban,Married,Offer2,Agent,Sports Car,Medsize,0,1,Personal Auto_L3,0,1,0
7434,WY80801,California,0,Premium,High School or Below,2011-01-05,Employed,Suburban,Married,Offer2,Agent,SUV,Medsize,1,0,Corporate Auto_L1,1,0,0
7435,GZ90429,California,0,Premium,High School or Below,2011-01-17,Employed,Urban,Married,Offer1,Call Center,SUV,Small,0,1,Corporate Auto_L2,1,0,0
7436,SX89429,Arizona,0,Basic,High School or Below,2011-01-12,Unemployed,Suburban,Married,Offer1,Agent,Four-Door Car,Small,1,0,Personal Auto_L3,0,1,0
7437,FW35631,Oregon,0,Extended,Bachelor,2011-01-02,Employed,Suburban,Married,Offer3,Call Center,SUV,Small,0,1,Corporate Auto_L3,1,0,0
7438,HM20848,California,0,Basic,High School or Below,2011-02-06,Employed,Suburban,Married,Offer3,Agent,Sports Car,Medsize,1,0,Personal Auto_L1,0,1,0
7439,FO49408,Oregon,0,Extended,High School or Below,2011-02-15,Employed,Suburban,Single,Offer2,Call Center,Four-Door Car,Medsize,0,1,Personal Auto_L3,0,1,0
7440,LL95376,Washington,1,Basic,Bachelor,2011-01-03,Employed,Suburban,Married,Offer2,Agent,Two-Door Car,Medsize,0,1,Personal Auto_L3,0,1,0
7441,UK49045,Oregon,0,Extended,High School or Below,2011-02-01,Employed,Suburban,Married,Offer2,Branch,Two-Door Car,Medsize,0,1,Personal Auto_L2,0,1,0
7442,JA24437,California,0,Premium,College,2011-02-25,Unemployed,Suburban,Single,Offer1,Branch,Four-Door Car,Medsize,0,1,Personal Auto_L3,0,1,0
7443,TU77462,Oregon,0,Extended,College,2011-01-03,Employed,Rural,Married,Offer1,Web,Two-Door Car,Medsize,0,1,Personal Auto_L2,0,1,0
7444,DA26490,California,0,Basic,Bachelor,2011-02-13,Employed,Suburban,Married,Offer4,Branch,Two-Door Car,Small,0,1,Personal Auto_L2,0,1,0
7445,JC37131,Arizona,1,Basic,High School or Below,2011-02-20,Medical Leave,Suburban,Single,Offer1,Call Center,SUV,Medsize,0,1,Special Auto_L3,0,0,1
7446,YZ77792,Washington,0,Basic,High School or Below,2011-01-13,Unemployed,Suburban,Single,Offer1,Agent,Four-Door Car,Small,1,0,Personal Auto_L3,0,1,0
7447,AH53588,California,1,Basic,College,2011-01-01,Retired,Suburban,Married,Offer2,Agent,Two-Door Car,Medsize,0,1,Personal Auto_L2,0,1,0
7448,QV89018,Arizona,0,Basic,High School or Below,2011-01-03,Employed,Urban,Married,Offer3,Branch,Four-Door Car,Large,0,1,Personal Auto_L3,0,1,0
7449,SY95534,California,0,Basic,Bachelor,2011-01-21,Unemployed,Suburban,Married,Offer3,Branch,SUV,Medsize,0,1,Personal Auto_L3,0,1,0
7450,YT37186,California,0,Extended,Bachelor,2011-01-19,Employed,Suburban,Married,Offer3,Agent,Luxury SUV,Medsize,1,0,Personal Auto_L3,0,1,0
7451,DY81347,California,0,Extended,High School or Below,2011-02-02,Unemployed,Suburban,Married,Offer2,Web,SUV,Medsize,1,0,Personal Auto_L3,0,1,0
7452,VH45074,California,0,Basic,College,2011-01-31,Unemployed,Suburban,Divorced,Offer2,Web,Four-Door Car,Large,0,1,Personal Auto_L3,0,1,0
7453,BF45697,California,0,Basic,College,2011-01-14,Employed,Urban,Married,Offer3,Agent,Four-Door Car,Medsize,0,1,Personal Auto_L3,0,1,0
7454,RY27018,Washington,0,Extended,High School or Below,2011-01-05,Employed,Suburban,Married,Offer4,Call Center,Four-Door Car,Large,0,1,Personal Auto_L3,0,1,0
7455,YJ16163,Oregon,1,Premium,Bachelor,2011-01-24,Employed,Suburban,Single,Offer2,Agent,Luxury Car,Medsize,1,0,Special Auto_L3,0,0,1
7456,QM61543,Arizona,1,Basic,High School or Below,2011-01-10,Employed,Suburban,Married,Offer2,Agent,Four-Door Car,Medsize,0,1,Corporate Auto_L2,1,0,0
7457,IU83998,Washington,0,Premium,Bachelor,2011-01-01,Unemployed,Suburban,Married,Offer1,Branch,Luxury Car,Medsize,1,0,Personal Auto_L3,0,1,0
7458,NE29938,California,0,Extended,College,2011-02-03,Unemployed,Suburban,Single,Offer1,Call Center,Two-Door Car,Large,1,0,Personal Auto_L2,0,1,0
7459,VQ57815,Oregon,0,Basic,Doctor,2011-01-01,Employed,Rural,Married,Offer2,Branch,Sports Car,Medsize,0,1,Personal Auto_L2,0,1,0
7460,FF93355,Washington,0,Premium,High School or Below,2011-01-18,Employed,Urban,Married,Offer1,Call Center,Four-Door Car,Medsize,0,1,Corporate Auto_L3,1,0,0
7461,MG12206,California,0,Basic,College,2011-02-27,Unemployed,Suburban,Single,Offer4,Call Center,Two-Door Car,Medsize,0,1,Personal Auto_L2,0,1,0
7462,NE55975,Nevada,0,Extended,High School or Below,2011-02-21,Unemployed,Suburban,Divorced,Offer1,Branch,Sports Car,Large,1,0,Personal Auto_L3,0,1,0
7463,BX70848,Washington,1,Extended,College,2011-01-08,Unemployed,Suburban,Single,Offer1,Agent,SUV,Medsize,0,1,Personal Auto_L3,0,1,0
7464,NJ88229,California,0,Basic,College,2011-02-04,Employed,Rural,Single,Offer4,Branch,Four-Door Car,Medsize,1,0,Personal Auto_L2,0,1,0
